#timestamp [ns]	w_RS_S_x [rad s^-1]	w_RS_S_y [rad s^-1]	w_RS_S_z [rad s^-1]	a_RS_S_x [m s^-2]	a_RS_S_y [m s^-2]	a_RS_S_z [m s^-2]
1.40364E+18	-0.108210413623648	-0.00907571211037051	0.115191730631626	9.888372083	-0.228821833333333	-3.048233708
1.40364E+18	-0.126361837844389	-0.0153588974175501	0.0795870138909414	10.01095521	-0.04903325	-3.138128
1.40364E+18	-0.132645023151569	-0.00977384381116825	0.0649262481741891	9.85568325	-0.04903325	-3.097266958
1.40364E+18	-0.134739418253962	-0.0202458193231342	0.0530580092606276	10.05181625	-0.367749375	-3.268883333
1.40364E+18	-0.136135681655558	-0.0153588974175501	0.0411897703470662	9.912888708	-0.498504708333333	-3.277055542
1.40364E+18	-0.120776784238008	-0.0188495559215388	0.0628318530717959	9.9047165	-0.449471458333333	-3.301572167
1.40364E+18	-0.106814150222053	-0.00837758040957278	0.0795870138909414	9.814822208	-0.6864655	-3.38329425
1.40364E+18	-0.0970403064108847	-0.00628318530717959	0.0872664625997165	9.822994417	-0.653776666666667	-3.358777625
1.40364E+18	-0.0942477796076938	0.000698131700797732	0.0928515162060983	9.626861417	-0.375921583333333	-3.170816833
1.40364E+18	-0.0886627260013119	-0.0146607657167524	0.106116018521255	9.553311542	-0.4903325	-3.105439167
1.40364E+18	-0.0970403064108847	-0.0146607657167524	0.0921533845053006	9.7085835	-0.547537958333333	-3.113611375
1.40364E+18	-0.100530964914873	-0.0174532925199433	0.0844739357965256	9.610517	-0.433127041666667	-2.982856042
1.40364E+18	-0.101229096615671	-0.0111701072127637	0.0956440430092893	9.692239083	-0.506676916666667	-2.909306167
1.40364E+18	-0.100530964914873	-0.00837758040957278	0.0998328332140757	9.700411292	-0.612915625	-2.917478375
1.40364E+18	-0.102625360017267	0.00488692190558412	0.100530964914873	9.602344792	-0.424954833333333	-2.8439285
1.40364E+18	-0.0998328332140757	0.00349065850398866	0.116587994033221	9.504278292	-0.457643666666667	-2.79489525
1.40364E+18	-0.0977384381116825	0.00907571211037051	0.114493598930828	9.643205833	-0.547537958333333	-2.933822792
1.40364E+18	-0.101927228316469	0.00279252680319093	0.111002940426839	9.586000375	-0.408610416666667	-2.966511625
1.40364E+18	-0.100530964914873	0.00139626340159546	0.117984257434817	9.643205833	-0.261510666666667	-3.023717083
1.40364E+18	-0.0991347015132779	0.000698131700797732	0.112399203828435	9.724927917	-0.4903325	-3.162644625
1.40364E+18	-0.106116018521255	-0.000698131700797732	0.0914552528045029	9.85568325	-0.416782625	-3.18716125
1.40364E+18	-0.0991347015132779	-0.00279252680319093	0.0914552528045029	9.773961167	-0.236994041666667	-3.129955792
1.40364E+18	-0.10471975511966	-0.00349065850398866	0.0760963553869528	9.765788958	-0.277855083333333	-3.097266958
1.40364E+18	-0.114493598930828	-0.0118682389135614	0.0502654824574367	9.733100125	-0.302371708333333	-3.08909475
1.40364E+18	-0.125663706143592	-0.00837758040957278	0.0363028484414821	9.479761667	-0.236994041666667	-2.917478375
1.40364E+18	-0.129852496348378	-0.0125663706143592	0.0349065850398866	9.504278292	-0.473988083333333	-3.031889292
1.40364E+18	-0.134041286553164	-0.00698131700797732	0.0146607657167524	9.504278292	-0.596571208333333	-3.08909475
1.40364E+18	-0.131946891450771	-0.00139626340159546	0.0195476876223365	9.3163175	-0.367749375	-3.138128
1.40364E+18	-0.131946891450771	0.00698131700797732	0.0307177948351002	9.152873333	-0.523021333333333	-3.129955792
1.40364E+18	-0.129852496348378	-0.00488692190558412	0.0370009801422798	8.981256958	-0.784532	-3.18716125
1.40364E+18	-0.118682389135614	-0.00698131700797732	0.0411897703470662	8.842329417	-0.678293291666667	-3.18716125
1.40364E+18	-0.102625360017267	-0.0307177948351002	0.0705113017805709	8.768779542	-0.751843166666667	-3.170816833
1.40364E+18	-0.0879645943005142	-0.0453785605518526	0.0837758040957278	9.022118	-0.898942916666667	-3.350605417
1.40364E+18	-0.078190750489346	-0.0551524043630208	0.101927228316469	9.030290208	-0.678293291666667	-3.358777625
1.40364E+18	-0.0670206432765822	-0.0544542726622231	0.122173047639603	9.259112042	-0.473988083333333	-3.28522775
1.40364E+18	-0.0628318530717959	-0.0621337213709981	0.126361837844389	9.340834125	-0.547537958333333	-3.301572167
1.40364E+18	-0.06771877497738	-0.0600393262686049	0.111701072127637	9.586000375	-0.351404958333333	-3.334261
1.40364E+18	-0.0684169066781777	-0.0628318530717959	0.105417886820457	9.414384	-0.236994041666667	-3.178989042
1.40364E+18	-0.0774926187885482	-0.0663225115757845	0.078190750489346	9.528794917	-0.277855083333333	-3.211677875
1.40364E+18	-0.0907571211037051	-0.0698131700797732	0.0537561409614254	9.438900625	-0.261510666666667	-3.121783583
1.40364E+18	-0.101229096615671	-0.075398223686155	0.0425860337486616	9.340834125	-0.171616375	-3.105439167
1.40364E+18	-0.0991347015132779	-0.0795870138909414	0.0397935069454707	9.26728425	-0.473988083333333	-3.064578125
1.40364E+18	-0.0949459113084915	-0.0774926187885482	0.020943951023932	9.340834125	-0.604743416666667	-3.129955792
1.40364E+18	-0.0851720674973233	-0.0719075651821664	0.0244346095279206	8.948568125	-0.53936575	-3.0400615
1.40364E+18	-0.0823795406941324	-0.0774926187885482	0.0300196631343025	8.850501625	-0.498504708333333	-2.958339417
1.40364E+18	-0.0767944870877505	-0.0851720674973233	0.0223402144255274	8.597163167	-0.588399	-2.958339417
1.40364E+18	-0.0767944870877505	-0.0998328332140757	0.0153588974175501	8.597163167	-0.555710166666667	-3.007372667
1.40364E+18	-0.0663225115757845	-0.103323491718064	0.0314159265358979	8.572646542	-0.694637708333333	-3.064578125
1.40364E+18	-0.0635299847725936	-0.106814150222053	0.0328121899374934	8.687057458	-0.874426291666667	-3.097266958
1.40364E+18	-0.0593411945678072	-0.108908545324446	0.0488692190558412	8.564474333	-0.719154333333333	-3.056405917
1.40364E+18	-0.0544542726622231	-0.109606677025244	0.075398223686155	8.736090708	-0.547537958333333	-2.99102825
1.40364E+18	-0.0537561409614254	-0.114493598930828	0.0907571211037051	8.785123958	-0.572054583333333	-3.007372667
1.40364E+18	-0.0670206432765822	-0.117286125734019	0.0809832772925369	9.128356708	-0.400438208333333	-3.0400615
1.40364E+18	-0.0788888821901437	-0.111701072127637	0.0837758040957278	9.079323458	-0.392266	-2.966511625
1.40364E+18	-0.0872664625997165	-0.108908545324446	0.0740019602845596	9.283628667	-0.531193541666667	-3.023717083
1.40364E+18	-0.0886627260013119	-0.0956440430092893	0.0607374579694027	9.3163175	-0.572054583333333	-3.048233708
1.40364E+18	-0.0907571211037051	-0.0886627260013119	0.0502654824574367	9.275456458	-0.457643666666667	-3.056405917
1.40364E+18	-0.0900589894029074	-0.085870199198121	0.0544542726622231	9.038462417	-0.621087833333333	-3.113611375
1.40364E+18	-0.0879645943005142	-0.0865683308989187	0.0586430628670095	9.095667875	-0.653776666666667	-3.195333458
1.40364E+18	-0.0767944870877505	-0.0886627260013119	0.0774926187885482	8.858673833	-0.760015375	-3.178989042
1.40364E+18	-0.0579449311662117	-0.0949459113084915	0.0998328332140757	8.964912542	-0.939803958333333	-3.211677875
1.40364E+18	-0.0411897703470662	-0.0991347015132779	0.112399203828435	8.915879292	-1.152281375	-3.203505667
1.40364E+18	-0.0230383461263252	-0.101229096615671	0.119380520836412	9.112012292	-0.964320583333333	-3.2361945
1.40364E+18	-0.0125663706143592	-0.101229096615671	0.13543754995476	9.128356708	-0.874426291666667	-3.154472417
1.40364E+18	-0.00767944870877505	-0.108908545324446	0.136135681655558	9.422556208	-0.751843166666667	-3.211677875
1.40364E+18	-0.0153588974175501	-0.105417886820457	0.127758101245985	9.553311542	-0.53936575	-3.162644625
1.40364E+18	-0.028623399732707	-0.106814150222053	0.126361837844389	9.741272333	-0.547537958333333	-3.203505667
1.40364E+18	-0.0481710873550435	-0.103323491718064	0.106814150222053	9.9047165	-0.694637708333333	-3.211677875
1.40364E+18	-0.0635299847725936	-0.0942477796076938	0.0886627260013119	10.10902171	-0.547537958333333	-3.244366708
1.40364E+18	-0.0809832772925369	-0.0795870138909414	0.0844739357965256	10.03547183	-0.4903325	-3.277055542
1.40364E+18	-0.0991347015132779	-0.0740019602845596	0.0837758040957278	10.07633288	-0.531193541666667	-3.366949833
1.40364E+18	-0.119380520836412	-0.0642281164733913	0.0767944870877505	9.970094167	-0.670121083333333	-3.4323275
1.40364E+18	-0.12915436464758	-0.0579449311662117	0.0851720674973233	9.872027667	-0.6864655	-3.448671917
1.40364E+18	-0.136135681655558	-0.0432841654494594	0.0907571211037051	9.724927917	-0.83356525	-3.505877375
1.40364E+18	-0.14451326206513	-0.0411897703470662	0.0830776723949301	9.692239083	-0.83356525	-3.514049583
1.40364E+18	-0.150098315671512	-0.0307177948351002	0.075398223686155	9.635033625	-0.661948875	-3.530394
1.40364E+18	-0.157777764380287	-0.0258308729295161	0.0760963553869528	9.643205833	-0.751843166666667	-3.603943875
1.40364E+18	-0.161268422884276	-0.00837758040957278	0.0684169066781777	9.724927917	-0.947976166666667	-3.652977125
1.40364E+18	-0.161966554585074	0.0	0.0712094334813687	9.75761675	-0.947976166666667	-3.644804917
1.40364E+18	-0.151494579073108	0.0153588974175501	0.0844739357965256	9.733100125	-1.02969825	-3.612116083
1.40364E+18	-0.139626340159546	0.0216420827247297	0.0949459113084915	9.847511042	-1.02969825	-3.644804917
1.40364E+18	-0.132645023151569	0.0370009801422798	0.0998328332140757	9.921060917	-0.866254083333333	-3.710182583
1.40364E+18	-0.127059969545187	0.0446804288510548	0.109606677025244	10.14171054	-0.727326541666667	-3.767388042
1.40364E+18	-0.122871179340401	0.057246799465414	0.100530964914873	10.32149912	-0.678293291666667	-3.767388042
1.40364E+18	-0.123569311041199	0.0614355896702004	0.078190750489346	10.35418796	-0.604743416666667	-3.702010375
1.40364E+18	-0.127059969545187	0.0712094334813687	0.0558505360638185	10.37870458	-0.465815875	-3.603943875
1.40364E+18	-0.131248759749974	0.0684169066781777	0.0321140582366957	10.32149912	-0.506676916666667	-3.563082833
1.40364E+18	-0.14451326206513	0.0760963553869528	0.00488692190558412	10.37053238	-0.498504708333333	-3.505877375
1.40364E+18	-0.15707963267949	0.0809832772925369	-0.0139626340159546	10.21526042	-0.514849125	-3.538566208
1.40364E+18	-0.159174027781883	0.0879645943005142	-0.0258308729295161	10.10902171	-0.63743225	-3.489532958
1.40364E+18	-0.159174027781883	0.0893608577021097	-0.0370009801422798	9.970094167	-0.73549875	-3.473188542
1.40364E+18	-0.157777764380287	0.101229096615671	-0.0411897703470662	9.921060917	-0.694637708333333	-3.505877375
1.40364E+18	-0.158475896081085	0.105417886820457	-0.0314159265358979	9.847511042	-0.792704208333333	-3.538566208
1.40364E+18	-0.159872159482681	0.105417886820457	-0.0314159265358979	9.822994417	-0.866254083333333	-3.563082833
1.40364E+18	-0.154287105876299	0.0984365698124802	-0.0216420827247297	9.773961167	-0.890770708333333	-3.489532958
1.40364E+18	-0.145211393765928	0.096342174710087	-0.00488692190558412	9.921060917	-0.915287333333333	-3.505877375
1.40364E+18	-0.13543754995476	0.0900589894029074	0.0139626340159546	9.986438583	-0.964320583333333	-3.448671917
1.40364E+18	-0.122173047639603	0.0928515162060983	0.0314159265358979	10.24794925	-0.800876416666667	-3.424155292
1.40364E+18	-0.108210413623648	0.0935496479068961	0.0565486677646163	10.23160483	-0.760015375	-3.277055542
1.40364E+18	-0.0998328332140757	0.096342174710087	0.0747000919853573	10.47677108	-0.653776666666667	-3.293399958
1.40364E+18	-0.100530964914873	0.0991347015132779	0.0823795406941324	10.50128771	-0.506676916666667	-3.211677875
1.40364E+18	-0.102625360017267	0.101229096615671	0.078190750489346	10.63204304	-0.253338458333333	-3.2361945
1.40364E+18	-0.115889862332423	0.0970403064108847	0.0635299847725936	10.56666537	-0.253338458333333	-3.2361945
1.40364E+18	-0.132645023151569	0.0914552528045029	0.0376991118430775	10.58300979	-0.171616375	-3.211677875
1.40364E+18	-0.139626340159546	0.0851720674973233	0.0265290046303138	10.23160483	-0.236994041666667	-3.146300208
1.40364E+18	-0.147305788868321	0.0712094334813687	0.0111701072127637	10.13353833	-0.351404958333333	-3.121783583
1.40364E+18	-0.151494579073108	0.0579449311662117	0.00628318530717959	9.888372083	-0.465815875	-3.080922542
1.40364E+18	-0.145211393765928	0.0453785605518526	0.0111701072127637	9.921060917	-0.498504708333333	-3.178989042
1.40364E+18	-0.133343154852367	0.0397935069454707	0.0293215314335047	9.822994417	-0.727326541666667	-3.2361945
1.40364E+18	-0.114493598930828	0.0272271363311115	0.0474729556542458	9.822994417	-0.800876416666667	-3.301572167
1.40364E+18	-0.0886627260013119	0.0160570291183478	0.0705113017805709	9.675894667	-0.800876416666667	-3.293399958
1.40364E+18	-0.0712094334813687	-0.00837758040957278	0.100530964914873	9.773961167	-0.661948875	-3.342433208
1.40364E+18	-0.0586430628670095	-0.0216420827247297	0.115191730631626	9.822994417	-0.612915625	-3.415983083
1.40364E+18	-0.0523598775598299	-0.0383972435438752	0.119380520836412	9.994610792	-0.482160291666667	-3.489532958
1.40364E+18	-0.0502654824574367	-0.0460766922526503	0.122871179340401	10.05181625	-0.416782625	-3.489532958
1.40364E+18	-0.0558505360638185	-0.0600393262686049	0.115191730631626	10.23977704	-0.408610416666667	-3.489532958
1.40364E+18	-0.0621337213709981	-0.0670206432765822	0.103323491718064	10.27246588	-0.2941995	-3.48136075
1.40364E+18	-0.0649262481741891	-0.0851720674973233	0.0984365698124802	10.37053238	-0.236994041666667	-3.448671917
1.40364E+18	-0.0740019602845596	-0.0907571211037051	0.0865683308989187	10.37870458	-0.253338458333333	-3.399638667
1.40364E+18	-0.0837758040957278	-0.100530964914873	0.0726056968829641	10.31332692	-0.253338458333333	-3.301572167
1.40364E+18	-0.0928515162060983	-0.108210413623648	0.0558505360638185	10.21526042	-0.253338458333333	-3.219850083
1.40364E+18	-0.0991347015132779	-0.114493598930828	0.0474729556542458	10.05998846	-0.2941995	-3.178989042
1.40364E+18	-0.0998328332140757	-0.120776784238008	0.0432841654494594	9.847511042	-0.318716125	-3.121783583
1.40364E+18	-0.0977384381116825	-0.125663706143592	0.0460766922526503	9.773961167	-0.335060541666667	-3.072750333
1.40364E+18	-0.096342174710087	-0.124267442741996	0.0488692190558412	9.651378042	-0.2941995	-3.064578125
1.40364E+18	-0.0956440430092893	-0.127758101245985	0.0481710873550435	9.56148375	-0.286027291666667	-3.0400615
1.40364E+18	-0.096342174710087	-0.12915436464758	0.0425860337486616	9.56148375	-0.286027291666667	-3.080922542
1.40364E+18	-0.101927228316469	-0.12915436464758	0.0383972435438752	9.626861417	-0.335060541666667	-3.178989042
1.40364E+18	-0.105417886820457	-0.126361837844389	0.0258308729295161	9.798477792	-0.408610416666667	-3.293399958
1.40364E+18	-0.105417886820457	-0.126361837844389	0.0265290046303138	9.822994417	-0.465815875	-3.317916583
1.40364E+18	-0.111002940426839	-0.125663706143592	0.0230383461263252	9.937405333	-0.416782625	-3.350605417
1.40364E+18	-0.114493598930828	-0.125663706143592	0.0314159265358979	9.970094167	-0.473988083333333	-3.350605417
1.40364E+18	-0.119380520836412	-0.12007865253721	0.0356047167406843	10.2969825	-0.416782625	-3.407810875
1.40364E+18	-0.125663706143592	-0.110304808726042	0.0404916386462684	10.37870458	-0.359577166666667	-3.448671917
1.40364E+18	-0.143116998663535	-0.0928515162060983	0.0272271363311115	10.46859887	-0.335060541666667	-3.473188542
1.40364E+18	-0.152890842474703	-0.075398223686155	0.0146607657167524	10.23160483	-0.359577166666667	-3.399638667
1.40364E+18	-0.168249739892253	-0.0551524043630208	0.00279252680319093	10.06816067	-0.269682875	-3.358777625
1.40364E+18	-0.178721715404219	-0.046774823953448	-0.00837758040957278	9.716755708	-0.359577166666667	-3.203505667
1.40364E+18	-0.189193690916185	-0.0328121899374934	-0.0202458193231342	9.56148375	-0.34323275	-3.162644625
1.40364E+18	-0.193382481120972	-0.0237364778271229	-0.0188495559215388	9.250939833	-0.384093791666667	-3.113611375
1.40364E+18	-0.194080612821769	-0.0202458193231342	-0.0132645023151569	9.234595417	-0.34323275	-3.154472417
1.40364E+18	-0.189891822616983	-0.00767944870877505	-0.00418879020478639	9.030290208	-0.367749375	-3.178989042
1.40364E+18	-0.188495559215388	0.00418879020478639	0.00418879020478639	9.087495667	-0.261510666666667	-3.228022292
1.40364E+18	-0.194778744522567	0.0139626340159546	0.00628318530717959	9.054806833	-0.2941995	-3.2361945
1.40364E+18	-0.201760061530544	0.0195476876223365	-0.00139626340159546	9.242767625	-0.286027291666667	-3.293399958
1.40364E+18	-0.205948851735331	0.0244346095279206	-0.00628318530717959	9.26728425	-0.326888333333333	-3.309744375
1.40364E+18	-0.21223203704251	0.0328121899374934	-0.0153588974175501	9.528794917	-0.318716125	-3.440499708
1.40364E+18	-0.215024563845701	0.0453785605518526	-0.0216420827247297	9.643205833	-0.359577166666667	-3.465016333
1.40364E+18	-0.216420827247297	0.0579449311662117	-0.0272271363311115	9.765788958	-0.416782625	-3.595771667
1.40364E+18	-0.217118958948095	0.0740019602845596	-0.0237364778271229	9.773961167	-0.457643666666667	-3.661149333
1.40364E+18	-0.215024563845701	0.0907571211037051	-0.0244346095279206	9.790305583	-0.514849125	-3.669321542
1.40364E+18	-0.21223203704251	0.111002940426839	-0.0258308729295161	9.692239083	-0.514849125	-3.636632708
1.40364E+18	-0.210137641940117	0.121474915938805	-0.0202458193231342	9.610517	-0.514849125	-3.554910625
1.40364E+18	-0.201760061530544	0.128456232946783	-0.0118682389135614	9.406211792	-0.555710166666667	-3.424155292
1.40364E+18	-0.198269403026556	0.136833813356355	-0.00418879020478639	9.381695167	-0.53936575	-3.4323275
1.40364E+18	-0.185004900711399	0.151494579073108	0.00907571211037051	9.242767625	-0.604743416666667	-3.358777625
1.40364E+18	-0.167551608191456	0.168249739892253	0.0279252680319093	9.185562167	-0.604743416666667	-3.326088792
1.40364E+18	-0.153588974175501	0.185703032412197	0.046774823953448	9.046634625	-0.604743416666667	-3.211677875
1.40364E+18	-0.143116998663535	0.194778744522567	0.057246799465414	9.013945792	-0.506676916666667	-3.146300208
1.40364E+18	-0.13543754995476	0.208043246837724	0.0698131700797732	8.981256958	-0.4903325	-3.178989042
1.40364E+18	-0.123569311041199	0.216420827247297	0.0767944870877505	9.022118	-0.449471458333333	-3.277055542
1.40364E+18	-0.122871179340401	0.224100275956072	0.0823795406941324	9.1201845	-0.392266	-3.317916583
1.40364E+18	-0.117984257434817	0.231081592964049	0.0830776723949301	9.144701125	-0.2941995	-3.375122042
1.40364E+18	-0.124267442741996	0.237364778271229	0.0712094334813687	9.259112042	-0.138927541666667	-3.38329425
1.40364E+18	-0.133343154852367	0.233175988066442	0.0565486677646163	9.340834125	0.024516625	-3.358777625
1.40364E+18	-0.143116998663535	0.23387411976724	0.028623399732707	9.504278292	0.130755333333333	-3.391466458
1.40364E+18	-0.158475896081085	0.235968514869633	0.0174532925199433	9.553311542	0.106238708333333	-3.415983083
1.40364E+18	-0.168947871593051	0.245044226980004	-0.0020943951023932	9.651378042	0.0898942916666667	-3.424155292
1.40364E+18	-0.166853476490658	0.249931148885588	-0.00977384381116825	9.487933875	-0.0163444166666667	-3.334261
1.40364E+18	-0.165457213089062	0.257610597594363	-0.0195476876223365	9.398039583	-0.0572054583333333	-3.309744375
1.40364E+18	-0.164060949687467	0.261799387799149	-0.0188495559215388	9.16921775	-0.073549875	-3.244366708
1.40364E+18	-0.159872159482681	0.267384441405531	-0.0223402144255274	9.095667875	-0.073549875	-3.28522775
1.40364E+18	-0.154287105876299	0.268780704807127	-0.0188495559215388	8.858673833	-0.179788583333333	-3.178989042
1.40364E+18	-0.143815130364333	0.272271363311115	-0.0167551608191456	8.785123958	-0.212477416666667	-3.138128
1.40364E+18	-0.13543754995476	0.268082573106329	-0.010471975511966	8.507268875	-0.318716125	-3.007372667
1.40364E+18	-0.12915436464758	0.266686309704734	-0.00698131700797732	8.588990958	-0.318716125	-3.154472417
1.40364E+18	-0.117286125734019	0.268082573106329	0.00349065850398866	8.548129917	-0.310543916666667	-3.203505667
1.40364E+18	-0.120776784238008	0.26459191460234	0.0020943951023932	8.719746292	-0.220649625	-3.309744375
1.40364E+18	-0.124965574442794	0.258308729295161	0.000698131700797732	8.711574083	-0.187960791666667	-3.334261
1.40364E+18	-0.134041286553164	0.254119939090374	-0.0139626340159546	8.899534875	-0.0817220833333333	-3.342433208
1.40364E+18	-0.146607657167524	0.245742358680802	-0.0265290046303138	8.87501825	-0.0408610416666667	-3.326088792
1.40364E+18	-0.158475896081085	0.226892802759263	-0.0453785605518526	9.144701125	0.024516625	-3.28522775
1.40364E+18	-0.173834793498635	0.21851522234969	-0.0698131700797732	9.250939833	0.0326888333333333	-3.326088792
1.40364E+18	-0.185004900711399	0.20943951023932	-0.0809832772925369	9.520622708	0.0898942916666667	-3.309744375
1.40364E+18	-0.18779742751459	0.207345115136926	-0.0872664625997165	9.471589458	0.0408610416666667	-3.219850083
1.40364E+18	-0.188495559215388	0.199665666428151	-0.0942477796076938	9.471589458	0.024516625	-3.18716125
1.40364E+18	-0.189193690916185	0.20315632493214	-0.0935496479068961	9.193734375	0.0572054583333333	-3.08909475
1.40364E+18	-0.184306769010601	0.201760061530544	-0.085870199198121	9.046634625	0.0653776666666667	-3.080922542
1.40364E+18	-0.180117978805815	0.198269403026556	-0.0823795406941324	8.744262917	-0.0163444166666667	-2.982856042
1.40364E+18	-0.178721715404219	0.190589954317781	-0.0865683308989187	8.539957708	-0.04903325	-2.958339417
1.40364E+18	-0.171042266695444	0.184306769010601	-0.085870199198121	8.302963667	-0.14709975	-2.966511625
1.40364E+18	-0.160570291183478	0.177325452002624	-0.0795870138909414	8.327480292	-0.286027291666667	-3.08909475
1.40364E+18	-0.143815130364333	0.178721715404219	-0.06771877497738	8.245758208	-0.310543916666667	-3.170816833
1.40364E+18	-0.12915436464758	0.175231056900231	-0.0495673507566389	8.28661925	-0.318716125	-3.219850083
